ds,y,unique_visitors,sessions,bounce_rate,avg_session_duration,pages_per_session,ad_spend,seo_score,social_trend_index,campaign_flag,holiday_flag,weekday,month
2022-02-25 00:00:00,2402,915,906,0.452661392,185.1455997,3.06942581,58.57975881,65.74451535,49.73003508,0,0,4,2
2022-02-26 00:00:00,2627,1000,1075,0.432763858,156.9631414,2.807968313,48.08695675,64.16605402,49.97361593,0,0,5,2
2022-02-27 00:00:00,2741,926,1038,0.404376276,158.03781,3.004188899,37.24313677,64.40095155,53.76480877,0,0,6,2
2022-02-28 00:00:00,2950,1027,995,0.436760565,198.7223468,3.413048402,38.66712786,65.24373579,53.08229116,0,0,0,2
2022-03-01 00:00:00,4393,1253,1380,0.466775572,195.1598528,3.701170353,40.80547714,64.806234,62.92409354,0,0,1,3
2022-03-02 00:00:00,3752,1251,1155,0.510984201,217.1828115,3.838184223,54.97160744,63.93648955,53.11452358,0,0,2,3
2022-03-03 00:00:00,2512,998,1028,0.448594182,174.6937557,2.823933512,51.42425736,62.62116866,62.79250065,0,0,3,3
2022-03-04 00:00:00,2952,993,1134,0.430293463,176.504174,2.989386603,56.90485354,64.25906306,63.85300147,0,0,4,3
2022-03-05 00:00:00,2322,947,979,0.421763003,181.2122677,2.715987619,45.72747354,65.12409461,57.44352358,0,0,5,3
2022-03-06 00:00:00,3313,1094,1154,0.472422383,164.6608778,3.344867886,51.58539691,62.74246548,66.43709995,0,0,6,3
2022-03-07 00:00:00,3345,1089,1185,0.397061518,177.3599551,3.205556397,56.25590394,64.4689816,61.99615953,0,0,0,3
2022-03-08 00:00:00,3480,1245,1200,0.460646617,183.9591105,3.364962614,46.9065346,64.04726582,60.73173185,0,0,1,3
2022-03-09 00:00:00,3951,1337,1408,0.467219389,210.3219888,3.262840051,54.56775238,64.34684726,56.31896458,0,0,2,3
2022-03-10 00:00:00,3345,1184,1247,0.459834256,180.976394,3.110189965,43.38074059,64.34526735,53.68715892,0,0,3,3
2022-03-11 00:00:00,3309,1118,1278,0.446664278,170.3742396,2.990957719,46.36946153,62.65118779,51.59698286,0,0,4,3
2022-03-12 00:00:00,2337,910,899,0.474260179,148.156419,3.030034903,46.18262106,61.59697865,51.17159179,0,0,5,3
2022-03-13 00:00:00,2653,951,980,0.460991887,179.9323164,3.139952128,38.04160354,62.54478785,51.97834949,0,0,6,3
2022-03-14 00:00:00,3160,1155,1159,0.426656285,191.5488531,3.127287102,54.86972481,63.82805358,46.20510526,0,0,0,3
2022-03-15 00:00:00,4740,1532,1530,0.499648634,195.3207822,3.645449488,95.3059766,62.25396061,41.03077111,1,0,1,3
2022-03-16 00:00:00,5061,1560,1725,0.432137659,187.9570689,3.37010249,100.1249412,61.955553,44.65496636,1,0,2,3
2022-03-17 00:00:00,4269,1408,1480,0.470018441,204.0367453,3.35777671,104.8074666,60.67864966,43.75376356,1,0,3,3
2022-03-18 00:00:00,3241,1285,1314,0.3806957,167.6630079,2.784770444,104.4653118,64.10000537,42.21469946,1,0,4,3
2022-03-19 00:00:00,3230,1418,1452,0.495606086,149.4493933,2.612839679,106.6538511,63.01756938,42.23649672,1,0,5,3
2022-03-20 00:00:00,3070,1128,1152,0.499926648,146.7421902,3.134300437,99.01514515,62.8035792,39.43793649,1,0,6,3
2022-03-21 00:00:00,4907,1514,1554,0.450895014,173.5403487,3.652455844,95.76701688,62.84075835,38.20334382,1,0,0,3
2022-03-22 00:00:00,4621,1538,1518,0.460899395,181.0902484,3.532080685,99.20281789,62.28680908,39.57710488,1,0,1,3
2022-03-23 00:00:00,4363,1461,1515,0.459443496,193.2703499,3.340760263,83.12665566,61.30075612,38.85871224,1,0,2,3
2022-03-24 00:00:00,3565,1343,1386,0.427462365,196.1217621,2.951360349,85.52887528,61.21442267,46.37200844,1,0,3,3
2022-03-25 00:00:00,3417,1199,1213,0.469667797,167.5683236,3.277871493,86.77300388,60.78204511,47.52444431,1,0,4,3
2022-03-26 00:00:00,3195,1273,1346,0.433053045,164.0583756,2.727374106,90.02753172,63.67429921,48.68003689,1,0,5,3
2022-03-27 00:00:00,3252,1177,1249,0.437601028,157.1300238,2.996026786,103.9977423,61.42415292,43.35835287,1,0,6,3
2022-03-28 00:00:00,4069,1328,1357,0.483808294,180.6516907,3.507272145,90.94520945,60.23206506,50.59688498,1,0,0,3
2022-03-29 00:00:00,4414,1577,1644,0.473375995,214.8456379,3.12868812,96.21837446,60.98813909,59.59741997,1,0,1,3
2022-03-30 00:00:00,5692,1548,1792,0.421496776,196.0136975,3.635612356,112.992283,59.33791345,55.82443682,1,0,2,3
2022-03-31 00:00:00,4527,1381,1596,0.424738582,192.5219692,3.250268375,96.43736029,61.6790042,60.09146371,1,0,3,3
2022-04-01 00:00:00,2945,1093,1090,0.43388623,155.6670529,3.106164414,57.37515568,59.3389309,55.57722283,0,0,4,4
2022-04-02 00:00:00,2719,1039,1043,0.479291146,175.702503,3.044918027,40.6638232,60.32658795,64.31611645,0,0,5,4
2022-04-03 00:00:00,3378,1249,1246,0.425864193,159.5913041,3.108880934,47.94562442,60.71719526,59.31719614,0,0,6,4
2022-04-04 00:00:00,3640,1204,1328,0.460701379,190.5053365,3.180635564,40.49977945,59.86212623,59.87980987,0,0,0,4
2022-04-05 00:00:00,4001,1301,1340,0.466541668,194.4048267,3.47187717,46.60966924,59.39860449,64.7956542,0,0,1,4
2022-04-06 00:00:00,3783,1288,1368,0.440040677,205.6143519,3.18564696,58.40308137,59.1425612,60.78421832,0,0,2,4
2022-04-07 00:00:00,3903,1229,1413,0.477047783,195.3877991,3.222660814,32.72679577,58.90400045,53.41914053,0,0,3,4
2022-04-08 00:00:00,2877,1024,1075,0.444124823,166.7979218,3.087674166,54.34423644,58.21369203,50.44554878,0,0,4,4
2022-04-09 00:00:00,3039,1003,1089,0.450896291,171.4205061,3.228656351,52.37735602,58.17232979,49.02336497,0,0,5,4
2022-04-10 00:00:00,3195,1059,1140,0.426546349,156.7735217,3.215459165,44.05850044,59.9345054,49.30448541,0,0,6,4
2022-04-11 00:00:00,3320,1062,1084,0.48051532,187.7793422,3.578180377,35.53942146,58.18136265,45.34549021,0,0,0,4
2022-04-12 00:00:00,4030,1216,1341,0.42114065,191.7345767,3.44046331,50.72129508,57.34117076,42.57936955,0,0,1,4
2022-04-13 00:00:00,3716,1299,1309,0.453181195,202.9941377,3.285038795,44.70507291,57.45001919,46.58322893,0,0,2,4
2022-04-14 00:00:00,3629,1164,1300,0.44460639,184.0577448,3.22016413,52.32676211,58.90851495,40.64768165,0,0,3,4
2022-04-15 00:00:00,2809,1106,1129,0.421670636,171.822085,2.849023625,50.21852146,58.32824882,47.14948816,0,0,4,4
2022-04-16 00:00:00,2642,993,1019,0.439038865,149.7545047,2.987131782,66.01778891,58.06032918,40.27222769,0,0,5,4
2022-04-17 00:00:00,2558,1031,1026,0.497349903,166.8389402,2.928867199,47.60644373,57.09288248,45.60667606,0,0,6,4
2022-04-18 00:00:00,3183,1142,1146,0.456049726,180.4418783,3.21693977,39.76502507,57.77739795,42.06226959,0,0,0,4
2022-04-19 00:00:00,3600,1102,1133,0.413861754,190.2350941,3.626974118,51.79275635,56.41751261,45.0705669,0,0,1,4
2022-04-20 00:00:00,3615,1266,1175,0.451847889,198.9482786,3.558032238,52.19996684,56.66207859,41.59126883,0,0,2,4
2022-04-21 00:00:00,2874,1090,1132,0.442362451,190.0177195,2.928298519,63.59187575,57.75586644,43.09988494,0,0,3,4
2022-04-22 00:00:00,3070,1175,1204,0.55687552,165.1587547,3.060441062,58.35111246,57.52862465,49.15390853,0,0,4,4
2022-04-23 00:00:00,2808,1060,1155,0.465865675,159.213856,2.82674749,53.56871059,55.5447983,52.96565973,0,0,5,4
2022-04-24 00:00:00,2892,991,1061,0.444444991,154.3078509,3.144406672,64.63302891,55.54777455,52.34597885,0,0,6,4
2022-04-25 00:00:00,3604,1134,1150,0.492600838,203.4573304,3.676654189,38.11236946,56.39297803,50.47965739,0,0,0,4
2022-04-26 00:00:00,3737,1125,1155,0.388905179,206.2278163,3.661389705,43.60248467,57.89591016,52.15412292,0,0,1,4
2022-04-27 00:00:00,3929,1234,1281,0.445517645,202.2294993,3.53986862,40.73424059,54.14438107,53.53690562,0,0,2,4
2022-04-28 00:00:00,4646,1389,1562,0.506578727,200.3988041,3.507187824,46.10190197,56.23324797,53.70682234,0,0,3,4
2022-04-29 00:00:00,2760,1135,1146,0.44976815,151.5298005,2.785542331,36.23313852,54.47876881,60.0777352,0,0,4,4
2022-04-30 00:00:00,2622,1076,1091,0.405312928,134.9246444,2.73611963,56.35150947,55.12542853,63.37513177,0,0,5,4
2022-05-01 00:00:00,2493,966,960,0.443986197,160.3704597,2.996681183,47.77777303,55.30544456,59.70903176,0,0,6,5
2022-05-02 00:00:00,2838,1021,997,0.493635541,166.2143586,3.342365095,35.29193705,55.16475369,52.22844441,0,0,0,5
2022-05-03 00:00:00,3315,1190,1268,0.455418352,193.2705744,3.028982135,39.84420919,54.97223383,57.24603344,0,0,1,5
2022-05-04 00:00:00,3900,1260,1335,0.417522357,201.5551246,3.339208575,53.13513847,55.43947977,55.74650103,0,0,2,5
2022-05-05 00:00:00,3438,1173,1307,0.426188588,197.8818198,3.016515606,58.38126568,54.82882516,60.62683364,0,0,3,5
2022-05-06 00:00:00,3063,1037,1143,0.43646312,159.9396854,3.083070153,69.96730892,53.83907951,47.8537956,0,0,4,5
2022-05-07 00:00:00,3350,1109,1297,0.468147896,164.4977486,3.0037785,79.13862466,56.02458703,48.82796719,0,0,5,5
2022-05-08 00:00:00,2843,1057,1106,0.49600962,164.5072673,3.020966312,54.14409433,55.94656369,52.8923487,0,0,6,5
2022-05-09 00:00:00,3150,1011,1049,0.48157269,183.4750931,3.511257475,40.1046188,55.99169568,47.01109763,0,0,0,5
2022-05-10 00:00:00,3161,1021,1005,0.457816629,190.4389101,3.64454487,28.67953719,53.5685275,45.4550412,0,0,1,5
2022-05-11 00:00:00,3837,1247,1352,0.402738698,213.3299096,3.226985065,52.67711462,55.37487939,42.52543849,0,0,2,5
2022-05-12 00:00:00,3199,1140,1204,0.406907897,187.6425883,3.026824901,41.87058905,55.72463851,41.98014194,0,0,3,5
2022-05-13 00:00:00,2681,1161,1257,0.469251689,189.0641475,2.481245562,45.8464274,53.99618845,42.58354947,0,0,4,5
2022-05-14 00:00:00,2290,971,964,0.416947826,152.5975552,2.71516263,43.87903201,55.021353,37.57154104,0,0,5,5
2022-05-15 00:00:00,2454,888,948,0.449096725,171.7916438,2.992611725,48.59209114,54.88677922,42.88489661,0,0,6,5
2022-05-16 00:00:00,3499,1123,1191,0.459124513,179.4033152,3.408098541,60.65980231,56.84215066,36.87130227,0,0,0,5
2022-05-17 00:00:00,3836,1250,1321,0.410008444,192.3592055,3.310815722,51.57048567,56.9275419,43.16678909,0,0,1,5
2022-05-18 00:00:00,3594,1231,1251,0.411960171,205.8217116,3.278003825,48.41365163,53.34782336,44.30132487,0,0,2,5
2022-05-19 00:00:00,2922,1055,1170,0.44392224,185.68594,2.880363616,39.64346247,57.52131753,43.81228334,0,0,3,5
2022-05-20 00:00:00,3420,1166,1344,0.468363637,144.7026718,2.960540979,33.25317055,54.13343394,47.70673483,0,0,4,5
2022-05-21 00:00:00,2328,909,904,0.489157522,129.8727605,3.018437543,45.13692091,56.05663453,48.13237954,0,0,5,5
2022-05-22 00:00:00,3075,1025,1113,0.474075339,177.087592,3.221578707,49.46217449,56.07975998,49.01010536,0,0,6,5
2022-05-23 00:00:00,3052,1147,1040,0.452209698,192.3025846,3.395737533,67.67929914,54.15283114,53.27799317,0,0,0,5
2022-05-24 00:00:00,3557,1178,1276,0.421750421,214.5100391,3.191677658,51.30274521,55.68695931,52.92293211,0,0,1,5
2022-05-25 00:00:00,3682,1348,1289,0.410560831,199.3232758,3.25670349,59.82739511,55.13718367,58.78670722,0,0,2,5
2022-05-26 00:00:00,3028,1116,1142,0.431419559,175.7513268,3.043968418,45.00704401,55.8558669,55.5594322,0,0,3,5
2022-05-27 00:00:00,2314,960,945,0.465552196,167.1264868,2.845659137,38.15056234,55.59475303,61.88521019,0,0,4,5
2022-05-28 00:00:00,2506,951,989,0.467410671,160.6156869,2.948290868,40.34883238,56.6286122,56.4555628,0,0,5,5
2022-05-29 00:00:00,3123,946,1033,0.392866677,154.2929881,3.426213912,42.74773935,55.58142931,58.05039438,0,0,6,5
2022-05-30 00:00:00,3557,1198,1147,0.426429689,196.4857472,3.555684549,71.28469732,55.41738797,57.13587845,0,0,0,5
2022-05-31 00:00:00,3198,1096,1131,0.48027149,218.0316584,3.302388702,41.78613321,56.76593721,61.79375501,0,0,1,5
2022-06-01 00:00:00,3690,1182,1211,0.445064492,204.2813653,3.516374798,58.38489204,56.34015548,57.22576786,0,0,2,6
2022-06-02 00:00:00,3933,1218,1376,0.404235605,188.5690373,3.253490226,40.97072822,56.58662553,53.70363598,0,0,3,6
2022-06-03 00:00:00,2695,1079,1156,0.523928763,158.3726554,2.765104705,59.31573013,55.29032836,53.72136766,0,0,4,6
2022-06-04 00:00:00,2178,820,813,0.456443707,175.9657807,3.103067809,53.84950966,55.01468345,43.67842296,0,0,5,6
2022-06-05 00:00:00,2678,976,1002,0.467393755,165.1264385,3.10903031,48.43362102,55.60205564,47.64538989,0,0,6,6
2022-06-06 00:00:00,3084,1020,1151,0.461985743,177.108356,3.111274608,49.59237474,55.66345449,51.65370514,0,0,0,6
2022-06-07 00:00:00,4055,1196,1298,0.4331084,200.4483705,3.590932803,43.45212305,57.18950027,44.1621415,0,0,1,6
2022-06-08 00:00:00,3413,1136,1141,0.42086083,193.641443,3.424086587,54.46072201,57.5026922,42.38542468,0,0,2,6
2022-06-09 00:00:00,2893,1070,1109,0.510396122,190.1464265,3.079894226,45.4501652,56.49921668,42.63469646,0,0,3,6
2022-06-10 00:00:00,2662,1027,1067,0.483350304,156.8976567,2.918827582,37.74394236,58.21698097,42.93753661,0,0,4,6
2022-06-11 00:00:00,1909,782,800,0.481970075,171.3723136,2.789477529,37.22062426,58.29016202,34.00759992,0,0,5,6
2022-06-12 00:00:00,2671,989,954,0.473152412,163.3192599,3.263131738,51.72587918,57.30447265,35.20374143,0,0,6,6
2022-06-13 00:00:00,3145,1046,1063,0.419900478,191.5880086,3.384575179,65.79091256,56.38214371,41.62118519,0,0,0,6
2022-06-14 00:00:00,3892,1150,1288,0.48246217,193.6252679,3.533182027,51.59991614,58.92578033,40.03705549,0,0,1,6
2022-06-15 00:00:00,3863,1241,1279,0.417394061,198.1365612,3.452122607,48.81361674,57.43898265,47.70117777,0,0,2,6
2022-06-16 00:00:00,2984,1143,1194,0.455244476,176.5545005,2.894512629,52.8582614,57.77880738,44.71563944,0,0,3,6
2022-06-17 00:00:00,2307,904,956,0.404072431,178.9198949,2.747461595,63.06001742,57.46853924,41.97119845,0,0,4,6
2022-06-18 00:00:00,2367,929,1078,0.396086194,151.7430422,2.491305733,52.19382501,57.07652646,46.19595825,0,0,5,6
2022-06-19 00:00:00,2607,886,931,0.465412472,159.4991466,3.254054089,45.89072769,56.6583276,43.97618128,0,0,6,6
2022-06-20 00:00:00,2925,963,1064,0.425727022,180.0104719,3.150823301,61.0628871,58.92276761,53.63646078,0,0,0,6
2022-06-21 00:00:00,3766,1183,1207,0.384461237,196.8488715,3.5264062,54.28756438,57.67151397,55.66974564,0,0,1,6
2022-06-22 00:00:00,3695,1196,1240,0.458906326,182.4375888,3.454891868,65.35755992,61.68134445,56.5449267,0,0,2,6
2022-06-23 00:00:00,2645,916,962,0.510348295,186.3696161,3.24590032,51.83234437,57.70431694,62.2463258,0,0,3,6
2022-06-24 00:00:00,2167,937,948,0.494940936,179.2746274,2.685514817,37.75530968,57.70305907,63.34483863,0,0,4,6
2022-06-25 00:00:00,2194,835,869,0.449592423,156.7180614,2.920262301,36.31840801,59.64189783,59.48883473,0,0,5,6
2022-06-26 00:00:00,3656,1114,1219,0.456129095,162.1160528,3.475161721,66.50927932,60.83344797,53.34519812,0,0,6,6
2022-06-27 00:00:00,3593,1111,1122,0.476631188,181.6240605,3.736128242,67.23665721,59.54194734,60.86153342,0,0,0,6
2022-06-28 00:00:00,3467,1042,1095,0.477800104,194.3770253,3.697356877,48.20480787,60.22346005,59.48439551,0,0,1,6
2022-06-29 00:00:00,3761,1155,1253,0.432381969,189.1934032,3.44819285,46.16812679,57.9819551,57.16307273,0,0,2,6
2022-06-30 00:00:00,2367,927,935,0.447771203,188.3142135,2.924408475,64.61444292,59.32248845,57.28327664,0,0,3,6
2022-07-01 00:00:00,2475,847,936,0.462272572,181.2630569,3.070042525,38.92954318,59.10088175,48.73072505,0,0,4,7
2022-07-02 00:00:00,2390,911,960,0.473928249,149.9896823,2.901690379,41.05272981,58.45373652,56.02626616,0,0,5,7
2022-07-03 00:00:00,2722,929,968,0.451871443,160.6185515,3.253211292,56.43326795,60.63962255,44.8965074,0,0,6,7
2022-07-04 00:00:00,2740,1020,969,0.446397443,166.1836868,3.266696615,46.05394877,58.45303788,47.90883139,0,0,0,7
2022-07-05 00:00:00,3090,1012,1044,0.485531234,205.0504492,3.465305635,49.94878133,59.54604492,38.7030589,0,0,1,7
2022-07-06 00:00:00,4203,1346,1438,0.478973662,198.5749762,3.413523695,98.36557101,60.50236466,39.39089111,1,0,2,7
2022-07-07 00:00:00,3948,1269,1443,0.461068189,180.1756784,3.174685371,103.3757455,60.37832364,45.53941726,1,0,3,7
2022-07-08 00:00:00,3382,1222,1317,0.5048274,172.2449812,3.025062742,114.0748186,61.77459528,39.46802141,1,0,4,7
2022-07-09 00:00:00,3021,1119,1238,0.445718586,148.4654396,2.817455628,100.9058491,61.85066516,42.51976782,1,0,5,7
2022-07-10 00:00:00,2858,1185,1172,0.50455294,154.028415,2.872448747,106.4393879,62.60389946,40.96158704,1,0,6,7
2022-07-11 00:00:00,4279,1282,1338,0.466275463,165.3986647,3.718222314,79.49827899,62.6254167,40.67543685,1,0,0,7
2022-07-12 00:00:00,4914,1321,1468,0.542267048,184.9688373,3.997743092,99.51281598,63.174496,46.27323615,1,0,1,7
2022-07-13 00:00:00,4015,1310,1318,0.406913583,213.0719341,3.470178365,91.5676973,62.18993733,43.05512551,1,0,2,7
2022-07-14 00:00:00,3151,1150,1263,0.426065514,181.3464915,2.860631333,87.8118694,62.65082471,40.31894829,1,0,3,7
2022-07-15 00:00:00,2946,1137,1236,0.465818063,175.9845764,2.771679176,91.21847633,63.0115137,45.36507038,1,0,4,7
2022-07-16 00:00:00,3392,1223,1301,0.469228981,152.1384276,3.035118138,96.65876559,62.79125302,51.65357519,1,0,5,7
2022-07-17 00:00:00,3261,1094,1131,0.514367906,171.9587078,3.409328759,109.1590254,62.39877021,53.41173666,1,0,6,7
2022-07-18 00:00:00,3287,1197,1198,0.42994876,169.73918,3.150687179,86.73607282,62.60648373,49.63766264,1,0,0,7
2022-07-19 00:00:00,4529,1333,1518,0.471283819,196.0289089,3.475025694,100.3063149,62.26074898,54.06187046,1,0,1,7
2022-07-20 00:00:00,3333,1052,1137,0.477561931,200.0270713,3.419880635,45.15830567,63.63555488,56.07315078,0,0,2,7
2022-07-21 00:00:00,3297,1090,1163,0.467885307,211.9557281,3.298345443,46.72326906,63.25163786,57.9132799,0,0,3,7
2022-07-22 00:00:00,2406,937,965,0.424424238,177.6265781,2.857597981,60.02757825,62.8101181,55.62153836,0,0,4,7
2022-07-23 00:00:00,1951,833,876,0.499544723,154.5724016,2.620531686,55.38115437,62.93445418,58.11488668,0,0,5,7
2022-07-24 00:00:00,2496,848,897,0.492743484,171.21386,3.265345149,63.37398107,62.5053254,57.56344767,0,0,6,7
2022-07-25 00:00:00,2995,900,963,0.467987536,201.3817447,3.618224499,48.45494321,64.80906356,61.32428846,0,0,0,7
2022-07-26 00:00:00,3728,1139,1237,0.450266694,179.3402687,3.483373965,43.04057388,64.01867144,60.24567876,0,0,1,7
2022-07-27 00:00:00,3177,1049,1061,0.449471281,191.0737378,3.461742241,47.76141183,63.18228495,55.79746664,0,0,2,7
2022-07-28 00:00:00,2550,994,971,0.444383798,186.3086992,3.030531506,52.42496791,64.95373561,53.162718,0,0,3,7
2022-07-29 00:00:00,2302,923,973,0.472477682,167.1514429,2.757163641,51.76573358,63.67979167,52.64498228,0,0,4,7
2022-07-30 00:00:00,2132,818,787,0.458246005,157.1738748,3.138579761,39.15611928,62.92362639,47.55027468,0,0,5,7
2022-07-31 00:00:00,2404,830,858,0.430407987,151.3210477,3.218604807,50.90489782,65.43596025,44.33429441,0,0,6,7
